διδάσκουσι,they teach,2,,που,since,1,,τοῦ ἐπιτηδείου,a friend,1
ἣ,which,1,,ἀλλ᾽,Now,1,,ἔτι καὶ,even,1
ἰφθίμους,valiant,1,,ποίει,do,1,,εὑρήσω,find,1
τεῦχε,made,1,,οὐδὲ,not,1,,προθυμουμένων,were eager,1
ἄναξ,king,1,,ἐξαγαγεῖν,get away,1,,ταύτης,than that,1
οὐλομένην,destructive,1,,πολὺ,a large sum of,1,,ἡμῶν,we,1
διαστήτην,they parted,1,,φοβοῦ,do fear,1,,πλείονος,more,1
ἑλώρια,spoil,1,,οὐχ ὁρᾷς,don t you see,1,,οὐκ ἠθέλησας,refused,1
οὗ,the time when,1,,ἔπειτα,Besides,1,,φροντίζειν,considering,1
τὰ πρῶτα,first,1,,ἐμοῦ,me,1,,μακάριε,dear,1
Πηληϊάδεω,Peleus son,1,,κηδόμενος,because you care for,1,,οἱ ἐπιεικέστατοι,the most reasonable men,1
οἰωνοῖσί,bird,1,,οἴει,you think,1,,μέλει,care,1
πᾶσι,every,1,,τἀμά,my money,1,,οἷοί τ᾽ εἰσὶν,is able,1
ψυχὰς,souls,1,,ἀποκάμῃς,do give up,1,,καὶ,also,1
ἐρίσαντε,in strife,1,,φοβούμενος,through fear of,1,,δυνατοὶ,they are able,1
βουλή,the plan,1,,ἐξελθὼν,if you went away,1,,οὐδέτερα,neither of,1
ἄειδε,sing,1,,πολλαχοῦ,many,1,,ὅτι,whatever,1
πολλὰς,many,1,,λυπεῖν,shall annoy,1,,οἷοί τ᾽ εἶναι,could,1
μῆνιν,The wrath,1,,ποιήσονται,will make,1,,οὔτε,not,1
Ἀτρεΐδης,Atreus son,1,,ἄλλοσε,in other places,1,,ὤφελον,I wish,1
Ἀχιλῆος,of Achilles,1,,πολλοῦ,much,1,,ἂν τύχωσι,occurs to them,1
ἐτελείετο,came to fulfillment,1,,τε,just,1,,οἱ πολλοὶ,the people,1
δ᾽,thus,1,,οἱ,your,1,,οἷοί τ᾽ ἦσαν,they might be able,1
κύνεσσιν,for dogs,1,,σπεύδεις,you are eager to,1,,σώσαντές,we save,1
μυρί᾽,countless,1,,οὐδὲ,not even,1,,τι,some,1
θεῶν,of the gods,1,,σωθῆναι,save yourself,1,,ἆρά,are you,1
τίς,Who,1,,ἐχθροί,enemies,1,,ἔασον χαίρειν,let go,1
ξυνέηκε,brought together,1,,ἅπερ,what,1,,ἐσμεν,it is,1
σφωε,these two,1,,ἔμοιγε δοκεῖς,I think,1,,κινδυνεύειν,to run risk,1
Λητοῦς,of Leto,1,,τύχωσι,they happen,1,,ἡμεῖς,for us,1
υἱός,The son,1,,εἴωθεν,generally comes,1,,γάρ,since,1
βασιλῆϊ,against the king,1,,τοιούτων,such treatment,1,,συχνὰ,good deal of,1
χολωθεὶς,in anger,1,,προδιδόναι,are abandoning,1,,ἐμοὶ πείθου,do as I ask,1
κακήν,evil,1,,ἂν ἕλοιτο,would choose,1,,οὐδὲ,not even,1
ὀλέκοντο,began to perish,1,,ἅπερ,as,1,,φοβοῦ,fear,1
τὸν,the,1,,ῥᾳθυμότατα,laziest way,1,,ἐξαγαγεῖν,get you away,1
Χρύσην,Chryses,1,,χρὴ,ought to,1,,πολὺ,a large sum,1
λαοί,the people,1,,ἀξία,is worth,1,,ὁρᾷς,you see,1
ὄρσε,roused,1,,χαλεπωτέρα,hard to bear,1,,οὐχ,don t,1
οὕνεκα,because,1,,φίλε,My dear,1,,ἐπ᾽,to,1
ἀνὰ,throughout,1,,τοσούτῳ,the more,1,,αὐτὸ,this,1
μάλιστα,most of all,1,,ὀρθότητος,rightly,1,,ὡς,which,1
ἀνὰ,on,1,,πείθεσθαι,follows,1,,κηδόμενος,you care,1
φέρων,bearing,1,,πρακτέον,we ought to do,1,,ἐμοῦ,for me,1
νῆας,the ships,1,,σκοπεῖσθαι,examine,1,,τἀμά,my,1
λίσσετο,he implored,1,,χρὴ,must,1,,τι,because,1
κοσμήτορε,the marshallers,1,,οἷος,who,1,,ὑπάρχει,have at your command,1
ἦλθε,had come,1,,ἥδε,this,1,,μήτε,And not,1
θοὰς,swift,1,,μοι,to us,1,,φοβούμενος,through fear,1
στέμματ᾽,the wreaths,1,,οὐ δύναμαι,I cannot,1,,ἐξελθὼν,you went away,1
ἑκηβόλου,who strikes from afar,1,,γέγονεν,has happened,1,,ἀποκάμῃς,give up,1
ἀπερείσι᾽,past counting,1,,ἐκβαλεῖν,discard,1,,χρῷο,to do,1
σκήπτρῳ,a staff,1,,οὐδ᾽,not even,1,,λυπεῖν,annoy,1
χερσὶν,hands,1,,ἔχωμεν,we can,1,,πολλαχοῦ,in many places,1
χρυσέῳ,of gold,1,,λέγειν,bring forward,1,,περὶ ποιήσονται,will make much of,1
λυσόμενός,to free,1,,πλείω,more,1,,ἅπερ ἂν,just what,1
ἐκπέρσαι,sack,1,,τῷ παρόντι,our present situation,1,,οἱ ἐχθροί,enemies,1
ἱκέσθαι,return,1,,νῦν,at present,1,,γενέσθαι,to bring,1
ἐϋκνήμιδες,well-greaved,1,,ταῖς μὲν,some,1,,σωθῆναι,save,1
δοῖεν,may grant,1,,προσέχειν τὸν νοῦν,to pay attention,1,,σπεύδεις,you are eager,1
δώματ᾽,homes,1,,εἴ τί,whether,1,,σου,your,1
Ἀτρεΐδαι,Sons of Atreus,1,,ὁ αὐτός,the same,1,,τὸ εἰκός,probably,1
Ὀλύμπια,upon Olympus,1,,ἄλλως,merely,1,,ἐξὸν,might,1
Ἀχαιοί,Achaeans,1,,ἐμὲ,we,1,,καὶ,And,1
ὑμῖν,to you,1,,δὲ,whereas,1,,σὸν,you,1
ἄλλοι,other,1,,λόγου,argument,1,,τύχωσι,they happen to meet with,1
εὖ,safe,1,,ἀποθνῄσκειν,was condemned to death,1,,προδιδόναι,you are abandoning,1
οἴκαδ᾽,to homes,1,,χαίρειν,give it up,1,,εἴωθεν γίγνεσθαι,generally comes,1
ἔχοντες,who have,1,,ποιεῖσθαι,be esteemed,1,,δοκεῖς,think,1
θεοὶ,the gods,1,,δέοι,ought to,1,,ἔμοιγε,I,1
Πριάμοιο,of Priam,1,,λέγειν,speaking,1,,τοιούτων,such,1
φίλην,dear,1,,οἰομένων,who thought,1,,ἕλοιτο,would choose,1
υἱὸν,the son,1,,ἑκάστοτε,sensibly,1,,ῥᾳθυμότατα,laziest,1
ἑκηβόλον,who strikes from afar,1,,πρὸς θεῶν,In God s name,1,,χρὴ,one ought to,1
δέχεσθαι,accept,1,,δοκεῖ,do you think,1,,ἅπερ ἂν,as,1
παῖδα,child,1,,σκόπει,say,1,,φίλε,dear,1
λύσαιτε,release,1,,οὐδὲ,and not,1,,ὀρθότητος,rightly directed,1
Ἀπόλλωνα,Apollo,1,,πάντων,all,1,,ἀξία,worth,1
αἰδεῖσθαί,to reverence,1,,τιμᾶν,to esteem,1,,χαλεπωτέρα,more hard,1
δέχθαι,accept,1,,δοκεῖ σοι,do you think,1,,σκοπεῖσθαι,we must examine,1
ἐπευφήμησαν,shouted assent,1,,καλῶς,TRUE,1,,χρὴ,ought,1
ἔνθ᾽,Then,1,,χρὴ,we ought,1,,πείθεσθαι,who follows,1
κακῶς,harshly,1,,λέγεσθαι,in saying,1,,πρακτέον,to do,1
ἀλλ᾽,yet,1,,φῄς,do you think,1,,πρῶτον,only,1
μῦθον,a command,1,,χρησταὶ,the good ones,1,,ἐκβαλεῖν,I discard,1
θυμῷ,the heart,1,,πονηραὶ,the bad ones,1,,οὐ δύναμαι,cannot,1
κρατερὸν,stern,1,,τοιαῦτα,this,1,,ἡ τύχη γέγονεν,this has happened,1
Ἀγαμέμνονι,of Agamemnon,1,,γυμναζόμενος,If is an athlete,1,,ἔχωμεν,we bring forward,1
Ἀτρεΐδῃ,son of Atreus,1,,τὸν νοῦν προσέχει,does he pay attention,1,,παρόντι,present situation,1
ἀφίει,he sent away,1,,πράττων,makes his business,1,,τῷ,our,1
δηθύνοντ᾽,tarrying,1,,ἐκείνου,that,1,,πλείω,even more,1
ἢ ἢ,either or,1,,φοβεῖσθαι,to fear,1,,οὐδ᾽,not,1
στέμμα,the wreath,1,,χρὴ,he ought,1,,τῶν παρόντων,than at present,1
χραίσμῃ,protect,1,,ἑνὸς,of one man,1,,προσέχειν τὸν νοῦν,to pay attention to,1
κιχείω,Let find,1,,δῆλα,Obviously,1,,σὺ,you some,1
αὖτις,back,1,,ἐπιστάτῃ,who is director,1,,χαίρειν,give up,1
ἰόντα,coming,1,,πρακτέον,must act,1,,αὐτός,same,1
νηυσὶ,the ships,1,,ἐπαΐοντι,who knows the business,1,,εἴ,whether,1
ὕστερον,later,1,,ἀπειθήσας,if he disobeys,1,,δεῖν ἀποθνῄσκειν,was condemned to death,1
κοίλῃσιν,hollow,1,,ἐπαϊόντων,who have special knowledge,1,,ὁ,the,1
ἐγὼ,me,1,,πείσεται,come to,1,,ἐμὲ,I,1
παρὰ,by,1,,τείνει,does it act,1,,μὲν δὲ,whereas,1
γέρον,old man,1,,ἀπειθοῦντος,who disobeys,1,,ποιεῖσθαι,esteemed,1
λύσω,will set free,1,,κακὸν,harm,1,,λέγειν,were speaking,1
ἐμὸν,my,1,,τοῦ,of the one,1,,νυνδὴ,now,1
γῆρας,old age,1,,δικαίων,of right,1,,τῶν οἰομένων,those who thought,1
ἱστὸν,the loom,1,,ἐπαΐων,who knows,1,,δέοι,ought to be,1
ἐνὶ,in,1,,ἀκολουθήσομεν,we do follow,1,,τοῦτο πρὸς θεῶν,In God s name,1
Ἄργεϊ,Argos,1,,ἵνα μὴ,not to,1,,καλῶς λέγεται,Is true,1
ἀντιόωσαν,serves,1,,περὶ,in questions,1,,σὲ,your,1
τηλόθι,far from,1,,δεῖ,we ought,1,,λέγεσθαι,saying,1
πάτρης,native land,1,,αἰσχύνεσθαι,to revere,1,,πάντων,of all men,1
λέχος,bed,1,,ἐγίγνετο,is,1,,χρὴ,we ought to,1
πρίν,Sooner,1,,δεῖ,ought,1,,τιμᾶν,esteem,1
ἡμετέρῳ,our,1,,καλῶς,Right,1,,ὅσα τἀνθρώπεια,humanly speaking,1
ἔπεισιν,shall come upon,1,,ἕπεσθαι,to follow,1,,καλῶς,It is,1
οἴκῳ,house,1,,πάντα,all,1,,πονηραὶ,the bad,1
ὥς,that,1,,μὴ τῶν ἐπαϊόντων,of the ignorant,1,,χρησταὶ,the good,1
ἴθι,go,1,,δή,then,1,,τοιαῦτα,about this,1
κε νέηαι,you may return,1,,νοσώδους,disease,1,,ἐκείνου,to those,1
ἐπείθετο,obeyed,1,,τὸ,that,1,,γυμναζόμενος,is an athlete,1
γέρων,old man,1,,ὑγιεινοῦ,health,1,,τὸν νοῦν προσέχει,he pay attention to,1
μύθῳ,word,1,,γιγνόμενον,which is,1,,πράττων,makes business,1
ἔδεισεν,was seized with fear,1,,φέρε,Well,1,,χρὴ,he ought to,1
θαλάσσης,of the sea,1,,λωβᾶται,is injured,1,,φοβεῖσθαι,fear,1
βῆ,He went forth,1,,σώματος,body,1,,ἑνὸς,one,1
παρὰ,along,1,,περὶ,with,1,,ἐκείνου,man,1
θῖνα,the shore,1,,ὀνίνησιν,improved,1,,τοῦ,that,1
ἀκέων,in silence,1,,ἡγούμεθα,do we think,1,,δῆλα δή,Obviously,1
πολυφλοίσβοιο,loud-resounding,1,,ἀδικία,right,1,,τῷ,who,1
ἠΰκομος,fair-haired,1,,δικαιοσύνη,wrong,1,,ᾗ ἂν,as,1
γεραιὸς,old man,1,,διεφθαρμένου,when is ruined,1,,πρακτέον,act,1
ἠρᾶθ᾽,prayed,1,,ἐστίν,is,1,,ἐπαΐοντι,knows,1
ἀπάνευθε,apart,1,,ὃ,which,1,,ἐπιστάτῃ,director,1
τέκε,bore,1,,ὅτι,that,1,,πείσεται,will he come to,1
κιὼν,when he had gone,1,,πολύ,Much,1,,ἐπαϊόντων,who have knowledge,1
τὸν,whom,1,,ἐροῦσιν,will say of,1,,ἀπειθήσας,he disobeys,1
Λητώ,Leto,1,,ἡμᾶς,us,1,,πῶς γὰρ οὔ,Of course,1
Ἀπόλλωνι,to Apollo,1,,φροντιστέον,must consider,1,,τὸ κακὸν,harm,1
ἄνακτι,the lord,1,,οὕτω,not,1,,τοῦ ἀπειθοῦντος,who disobeys,1
πολλὰ,earnestly,1,,εἰσηγούμενος,when began,1,,τῶν,of the,1
ταύρων,of bulls,1,,εἰσηγῇ,you introduced,1,,τείνει,it act,1
μοι,for me,1,,ἐπιχειρήσαντες,who have aspired,1,,ἡ βουλὴ ἐστιν,are considering,1
ἀμφιβέβηκας,stand over,1,,πολιτεύεσθαι,to live,1,,ἀκολουθήσομεν,we follow,1
ἀργυρότοξ᾽,god of the silver bow,1,,οἱ δὲ,they,1,,δεῖ,ought to,1
ἶφι,mightily,1,,κἂν,or if,1,,ᾧ,him,1
νηὸν,a temple,1,,χρόνον,a time,1,,ἕπεσθαι,follow,1
ἐέλδωρ,prayer,1,,καὶ,also,1,,καλῶς λέγεις,Right,1
μευ,me,1,,τοὺς δὲ,and some,1,,περὶ,in questions of,1
κρήηνον,fulfill,1,,οἰκέτας,servants,1,,ἐπαΐων,who knows about,1
πίονα,fat,1,,καὶ,rather,1,,βέλτιον ἐγίγνετο,is benefited,1
ποτέ,ever,1,,ὀλίγους,few,1,,αἰσχύνεσθαι,revere,1
ἔρεψα,I roofed,1,,καταμεμαθηκέναι,had observed,1,,ἵνα,to,1
ζαθέην,holy,1,,ἔχοντας,who had,1,,πάντα,them all,1
κλῦθί,Hear,1,,τούτοις,this,1,,δικαίων,right,1
Κίλλάν,Cilla,1,,ἱπποφορβοὶ,grooms,1,,τοῦτο,in this,1
βέλεσσιν,by arrows,1,,μᾶλλον,more,1,,δεῖ,we ought to,1
δάκρυα,tears,1,,ἂν νομίζοιντο,might be regarded,1,,τοῦ νοσώδους,disease,1
Δαναοὶ,the Danaans,1,,ἐδοκοῦμεν,we noticed,1,,τοῦ ὑγιεινοῦ,health,1
σοῖσι,your,1,,ἐπιστατῶσι,they are placed in charge,1,,φέρε δή,Well then,1
εὐχόμενος,in prayer,1,,οἱ καλούμενοι,who are called,1,,μὴ ἐπαϊόντων,of ignorant,1
ὤμοισιν,on shoulders,1,,πρὸς,in addition to,1,,τὸ βέλτιον γιγνόμενον,which is benefited,1
Οὐλύμποιο,of Olympus,1,,ὧν,over which,1,,δικαιοσύνη,right,1
ἔχων,bearing,1,,ὧν,of those from which,1,,διεφθαρμένου,ruined,1
ἀμφηρεφέα,covered,1,,ἀπείργωσι,he excludes,1,,λωβᾶται,is injured by,1
φαρέτρην,quiver,1,,νέμονταί,graze,1,,ὅτι,which,1
κῆρ,at heart,1,,ἐφ᾽,in,1,,περὶ,concerned with,1
χωόμενος,angered,1,,οὕτως,just,1,,σώματος,than body,1
τοῦ,him,1,,βούλωνται,will,1,,ἀδικία,wrong,1
ἔκλυε,heard,1,,ὅπως,as,1,,ἡγούμεθα,we think,1
τόξ᾽,bow,1,,ᾐσθήμεθα,we have known,1,,ὀνίνησιν,improved by,1
βῆ,he strode,1,,χρῆσθαι,of enjoying,1,,οὐδαμῶς,By no means,1
κινηθέντος,as moved,1,,τοίνυν,then again,1,,τιμιώτερον,more important,1
ὤμων,the shoulders,1,,ἀλλοφύλοις,to strangers,1,,πολύ,Much more,1
αὐτοῦ,he,1,,μὴ πείθεσθαι,refuse obedience,1,,ἡμᾶς,of us,1
χωομένοιο,of the angry,1,,ὡς,to,1,,ἐροῦσιν,will say,1
ἔκλαγξαν,rattled,1,,μὴ ἐπιτρέπειν,deny,1,,οὐκ,not,1
ὀϊστοὶ,The arrows,1,,ἄλλων,other,1,,φροντιστέον,consider,1
νυκτὶ,the night,1,,ὡς,that,1,,εἰσηγῇ,introduced,1
ἔπειτ᾽,Then,1,,πεφυκότι,as he is constituted,1,,εἰσηγούμενος,you began by saying,1
ἀπάνευθε,apart from,1,,οὔτε,nor,1,,μὲν,And,1
νεῶν,the ships,1,,μὴ οὔτε,neither,1,,πολιτεύεσθαι,to live under,1
ἕζετ᾽,he sat down,1,,Κῦρος,one Cyrus,1,,κἂν,if,1
γένετ᾽,was,1,,ἀνθρώπους,men,1,,μὲν δὲ,either or,1
ἀργυρέοιο,silver,1,,παμπόλλους,a vast number,1,,πως,any form,1
κλαγγὴ,the twang,1,,μετανοεῖν,to change opinion,1,,ἐπιχειρήσαντες,have aspired to,1
βιοῖο,of the bow,1,,καὶ ὅμως,Nevertheless,1,,οἱ,they,1
δεινὴ,terrible,1,,τοὺς μὲν,some,1,,τυραννεῖν,absolute power,1
βέλος,shafts,1,,ἑωρακότας,although they had seen,1,,δημοκρατίᾳ,a republican,1
βάλλ᾽,struck,1,,ἀπέχοντας,were distant,1,,καὶ,moreover,1
οὐρῆας,The mules,1,,εἰδότας,who knew,1,,χρόνον,time,1
κύνας,the dogs,1,,καὶ γάρ,But,1,,οἰκέτας,of servants,1
ἐπῴχετο,he assailed,1,,Περσῶν,of Persians,1,,πάνυ,only,1
ἐφιεὶς,he let fly,1,,ὄντων,although are,1,,ὀλίγους,a very few,1
αὐτὰρ,but,1,,Θρᾳκῶν,Thracians,1,,οὐδὲ δυναμένους,unable,1
ἀργούς,swift,1,,τοσοῦτον,so,1,,τοὺς δὲ,some also,1
ἐχεπευκὲς,stinging,1,,Σκύθης,Scythian,1,,ἔχοντας,had,1
νεκύων,of the dead,1,,καὶ,so,1,,καταμεμαθηκέναι,we had observed,1
αἰεὶ,constantly,1,,αὐτόνομα,free,1,,πρὸς,in addition,1
πυραὶ,the pyres,1,,παρειληφότων,who have inherited,1,,ὁρᾶν,we noticed,1
καίοντο,burned,1,,Ἰλλυριῶν,Illyrians,1,,τούτοις,to this,1
θαμειαί,thick,1,,ὁ μὲν,the,1,,καλούμενοι,are called,1
καλέσσατο,called,1,,ἑκόντων,by full consent,1,,ἂν νομίζοιντο,might be regarded as,1
ᾤχετο,ranged,1,,δύναιτ᾽ ἂν,would be able,1,,τούτων,over which,1
ἐννῆμαρ,For nine days,1,,κτησαμένων,who have gained,1,,οἱ ἱπποφορβοὶ,grooms,1
ἀγορὴν,to assembly,1,,ὅμως,for all that,1,,μᾶλλον,more readily,1
ἀνὰ,among,1,,ἐμβαλεῖν,to awaken in,1,,ἐδοκοῦμεν,we thought,1
κῆλα,the missiles,1,,πάντας,all men,1,,ἐπιστατῶσι,they are in charge,1
θῆκε,had put,1,,ποίᾳ,what sort,1,,βούλωνται,he will,1
φρεσὶ,heart,1,,ὅσα,what,1,,ὧν,of those,1
ἐπὶ,in,1,,αὕτη,this,1,,νέμονταί,graze in,1
ὅτι,when,1,,μητρὸς,mother,1,,ὅπως ἂν,just as,1
Δαναῶν,the Danaans,1,,ὁμολογεῖται,it is agreed,1,,ἂν ἀπείργωσι,he excludes,1
γὰρ,since,1,,Μήδων,of Medes,1,,ἐφ᾽,to,1
κήδετο,she pitied,1,,πάντα,all sorts,1,,ᾐσθήμεθα,we have known of,1
ὁρᾶτο,she saw,1,,ἀνατλῆναι,endured,1,,χρῆσθαι,that accrue,1
θνήσκοντας,dying,1,,τοῦ ἐπαινεῖσθαι,of praise,1,,πείθεσθαι,obedience,1
ἀνιστάμενος,arose,1,,δημοσίᾳ,out of the public treasury,1,,τοῖς ἀλλοφύλοις,to strangers,1
ἐπεὶ,When,1,,ἐπιμελεῖται,sees,1,,ἔτι,then,1
ἤγερθεν,were assembled,1,,ἐστιν,is,1,,τοίνυν,again,1
μετέφη,spoke,1,,ὅπως ἂν,that,1,,μὴ ἐπιτρέπειν,to deny,1
ἀπονοστήσειν,beaten back,1,,θηρᾷ,in the hunt,1,,πεφυκότι,he is constituted,1
θάνατόν,death,1,,ἡ,the,1,,τῶν ἄλλων,other,1
γε,even,1,,αὐτοῖς,their,1,,ὡς,as,1
ἄμμε,we,1,,τὸν,itself,1,,οὔτε οὔτε,neither nor,1
ἂψ,again,1,,ὁδοιπορίαις,long tramps,1,,μετανοεῖν,to change our opinion,1
ὁμοῦ,alike,1,,ψύχη,heat,1,,παμπόλλους,vast number,1
πόλεμός,war,1,,παραπίπτῃ,it comes in way,1,,Κῦρος,Cyrus,1
δαμᾷ,are to ravage,1,,ὅπου ἂν,whenever,1,,ἀνθρώπους,of men,1
Ἀτρεΐδη,Son of Atreus,1,,θάλπη,cold,1,,ἑωρακότας,had seen,1
λοιμὸς,pestilence,1,,καὶ,or,1,,εἰδότας,knew,1
παλιμπλαγχθέντας,shall return home,1,,τὸ,the one,1,,ἀπέχοντας,were distant from,1
Διός,Zeus,1,,γιγνόμενον,that comes,1,,τοὺς μὲν,some of them,1
βούλεται,be willing,1,,ἐπιφερόμενον,that threatens to attack,1,,ὅμως,Nevertheless,1
ὅ τι,why,1,,φυλάξασθαι,be on guard against,1,,τοὺς δὲ,still others,1
εἴτ᾽,whether,1,,ἄπεστι,is not required,1,,τοὺς δὲ,others although,1
ὄναρ,a dream,1,,θήγεσθαι,whet,1,,τοσοῦτον,so very,1
τινα,some,1,,ῥᾴδιον,it is easy,1,,Σκύθης,Scythian king,1
ἐχώσατο,is angry,1,,ἐπιμελούμενοι,in their care for,1,,Ἰλλυριῶν,with Illyrians,1
ἐρείομεν,let us ask,1,,πόλεσιν,states,1,,ὄντων,are,1
ὀνειροπόλον,reader of dreams,1,,ἐν,in conformity with,1,,λελύσθαι,free,1
μάντιν,seer,1,,ὃν,a person whom,1,,ἑκόντων,by their full consent,1
τελείων,unblemished,1,,ζημίαν ἐπέθεσαν,they punish,1,,Περσῶν,Persians,1
ἱερῆα,priest,1,,τοιοῦτοι,of such a character,1,,δύναιτ᾽ ἂν,would never be able,1
ἠδ᾽,or,1,,ἐπιμέλονται,they take,1,,ὥσθ᾽,for instance,1
ἀρνῶν,of lambs,1,,εὐκοσμίᾳ,upon orderly life,1,,τῶν κτησαμένων,those who have gained their crowns,1
κνίσης,the savour,1,,μιγνύηται,may intrude,1,,Θρᾳκῶν,with Thracians,1
ὅς,who,1,,ἀπελήλανται,are relegated,1,,γάρ,But,1
τόσσον,so,1,,τὰ μὲν,The,1,,τῶν παρειληφότων,those who have inherited,1
ἑκατόμβης,a hecatomb,1,,ἔστιν,belongs,1,,τοῦ,his,1
ἐόντα,that were,1,,παισίν,to the boys,1,,πατρίους,from fathers,1
τά,the things,1,,πάρεισιν,come,1,,πορεύεσθαι,journey,1
Θεστορίδης,son of Thestor,1,,ταῖς,certain,1,,πάντας,in all,1
Κάλχας,Calchas,1,,καλόν,it is proper,1,,ὁμογλώττων,they speak the same language,1
μαντοσύνην,prophetic powers,1,,ἐπιζητοῦνται,inquiry is made,1,,ἀλλήλοις,the same as another,1
ὄχ᾽,far,1,,τὰ καθήκοντα,duty,1,,ἐμβαλεῖν,to awaken,1
διὰ,by,1,,βελτίστους,the best men,1,,φύσιν,natural endowments,1
οἰωνοπόλων,of bird-diviners,1,,ἀποδεικνύναι,to make out,1,,θαυμάζεσθαι,admiration,1
ἐόντα,that had been,1,,οἳ,on their part,1,,ποίᾳ τινὶ,what sort of,1
πρό,before,1,,ἃ,what duties,1,,καὶ,or,1
εἴσω,to,1,,προστέτακται,are assigned to,1,,ὁμολογεῖται,it is generally agreed,1
Ἴλιον,Ilios,1,,ἂν εἶεν,may prove to be,1,,Μήδων,of the Medes,1
τήν,which,1,,ἡλικίᾳ,age,1,,μητρὸς,His mother,1
νήεσσ᾽,the ships,1,,γένηται,it may be,1,,ἀνατλῆναι,he endured,1
ᾔδη,knew,1,,παρ᾽ ἡμῖν,in our country,1,,τοῦ ἐπαινεῖσθαι,praise,1
κέλεαί,you bid,1,,δικάζοντες,in deciding cases,1,,πάντα,all sorts of,1
ἄνακτος,the lord,1,,ἂν,when,1,,δημοσίᾳ,the public treasury,1
ἑκατηβελέταο,who strikes from afar,1,,ἐγκλήματα,charges,1,,ὅπως,that,1
μυθήσασθαι,declare,1,,εἰκός,naturally,1,,ἐπιμελεῖται,sees to it,1
Ἀχιλεῦ,Achilles,1,,οἵων,that,1,,θηρᾷ,takes part in the hunt,1
φίλε,dear,1,,γίγνεται,prefer,1,,αὕτη,the,1
μῆνιν,the wrath,1,,ἄλλων,other things,1,,τε καὶ,not only but,1
ἐγὼν,I,1,,ὃν,any one whom,1,,ἐστιν αὐτοῖς,is their,1
γὰρ,Therefore,1,,ἀχαριστίας,of ingratitude,1,,ψύχη,cold,1
ἐρέω,will speak,1,,ἐγκλήματος,with an offence,1,,ὅπου,whenever,1
σύνθεο,take thought,1,,ἡγεμών,which leads the way,1,,ὁδοιπορίαις,taking tramps,1
ἔπεσιν,with word,1,,ἔχειν,to be,1,,θάλπη,heat,1
ὄμοσσον,swear,1,,τὸ μανθάνειν,learning,1,,ἂν παραπίπτῃ,it comes in their way,1
ἀρήξειν,will defend,1,,σωφρονεῖν,self-control,1,,φυλάξασθαι,they be guard against,1
πείθονται,obey,1,,γαστρὸς,hunger,1,,γιγνόμενον,comes,1
Ἀργείων,the Argives,1,,πρὶν ἂν,until,1,,τὴν,their,1
μέγα,mightily,1,,καὶ,besides,1,,ἀνάγκη,must,1
ὀΐομαι,I think,1,,σιτοῦνται,eat,1,,ἐπιφερόμενον,that attack,1
ἄνδρα,a man,1,,σημήνωσι,direct,1,,ἄπεστι,required,1
χολωσέμεν,I shall anger,1,,πιεῖν,for drinking,1,,ῥᾴδιον,easy,1
κρατέει,rules over,1,,δέ,and,1,,θήγεσθαι,they whet,1
οἱ,whom,1,,ἐξέρχονται,enrolled,1,,φύσιν,the natural endowments,1
βασιλεὺς,a king,1,,ἑπτακαίδεκα,sixteen,1,,ταῖς πόλεσιν,states,1
ὅτε,when,1,,ἄρχουσι,authorities,1,,ἐπιμελούμενοι,in care for,1
χέρηϊ,lesser,1,,μάλιστα,most,1,,ἔνθενπερ,the same point,1
ἀνδρὶ,a man,1,,φυλακῆς,of guarding,1,,ζημίαν ἐπέθεσαν,punish,1
κρείσσων,mightier,1,,σωφροσύνης,of self-control,1,,τοὺς,his,1
χώσεται,he is angry at,1,,τι,any,1,,αὐτοῖς,they,1
ἔχει,he cherishes,1,,δὲ,But,1,,ἐπιμέλονται,the measures they take,1
αὐτῆμαρ,for that day,1,,ἡμίσειαν,half,1,,οἷοι,as,1
ὄφρα,till,1,,ἔτι,also,1,,προλαβόντες,begin at the beginning,1
καταπέψῃ,he swallows down,1,,ὥστε,to,1,,τοιοῦτοι,of such,1
χόλον,wrath,1,,ἀφεῖναι,throw,1,,ἀπελήλανται,are excluded from,1
τελέσσῃ,he brings to fulfillment,1,,,,669,,εὐκοσμίᾳ,orderly life,1
στήθεσσιν,heart,1,,,,,,τὰ,The,1
ἀλλά,yet,1,,,,,,μιγνύηται,may intrude upon,1
κότον,resentment,1,,,,,,ἔστιν,belongs to,1
μετόπισθεν,afterwards,1,,,,,,περὶ,enclosing,1
ἑοῖσι,his,1,,,,,,παισίν,the boys,1
περ,Even,1,,,,,,πάρεισιν,to come,1
σαώσεις,will keep safe,1,,,,,,ἡνίκ᾽,whatever time,1
φράσαι,Say,1,,,,,,καλόν,proper,1
θαρσήσας,Take heart,1,,,,,,ἐπιζητοῦνται,inquiry is made for,1
θεοπρόπιον,oracle,1,,,,,,καθήκοντα,duty,1
οἶσθα,you know,1,,,,,,ἀποδεικνύναι,to make out of,1
εἰπὲ,speak out,1,,,,,,τὰ,their,1
ὅ τι,whatever,1,,,,,,βελτίστους,the best,1
εὐχόμενος,pray,1,,,,,,οἳ,as,1
εὔχεται,claims,1,,,,,,δῆλον,be understood,1
βαρείας,heavy,1,,,,,,ᾗ,what,1
πολλὸν,far,1,,,,,,ἂν εἶεν,may be,1
κοίλῃς,hollow,1,,,,,,ἡλικίᾳ,to age,1
ζῶντος,while live,1,,,,,,γένηται,it may,1
